Регион,Адрес,Название,Цена,Контактов / мес,"Интенсивность выхода, каждые N мин",Часы работы,Выходов / мес,lat,lon
Серпухов,"ш. Борисовское, 111а",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,54.912408,37.465452
Пушкин,"ул. Большая Тарасовская, 6",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.968277,37.847667
Мытищи,"д. Шолохово, ш. Дмитровское, 10",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,56.047726,37.54347
Луховицы,"г. Луховицы, ул. Пушкина, 125б",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,54.966065,39.027631
Коломна,"г. Коломна, ул. Астахова, 4/4",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.066179,38.746306
Домодедово,"г. Домодедово, ул. Кирова, 28",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.431606,37.751403
Московская обл,"д. Елино, Ленинградское ш. 35-й км., 20/2",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.990151,37.273976
Балашиха,"мкр. Саввино, ул. Пригородная, 90",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.724327,37.993499
Балашиха,"г. Балашиха, ш. Энтузиастов, 80",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.7981,37.986475
Реутов,"г. Реутов, 2-й км МКАД, 2",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.763812,37.844909
Наро-Фоминск,"пл. Свободы, 2/1",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.388087,36.735112
Сергиев Посад,"г. Сергиев Посад, ш. Новоугличское, 85",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,56.339821,38.124617
Истра,"г. Истра, ул. Московская, 61",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.905649,36.897743
Дмитров,"г. Дмитров, ул. Бирлово Поле, 1",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,56.343059,37.550244
Видное,"г. Видное, ул. Старо-Нагорная, 20",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.566608,37.689626
Москва,"ш. Ярославское, 54",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.865531,37.704889
Москва,"ул. Б.Черемушкинская, 1",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.690283,37.601879
Москва,"ул. Бибиревская, 10/2",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.881525,37.602553
Москва,"б-р Ореховый, 22а",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.612045,37.732718
Москва,"пр-кт Ленинский, 123",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.646635,37.479708
Москва,"ш. Дмитровское, 116д",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.901783,37.548411
Москва,"д. Говорово, МКАД 47 км, 31/1",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.658764,37.429986
Москва,"п. Воскресенское, пр-зд Чечёрский, 51",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.524431,37.517779
Москва,"пр-кт Волгоградский, 177",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.70214,37.795574
Москва,"ул. Борисовские пруды, 26/2",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.639034,37.759228
Москва,"ул. 7-я Кожуховская, 9",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.710692,37.675109
Миасс,"пр-кт Автозаводцев, 65",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.046507,60.110399
Майкоп,"ул. Степная, 190",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,44.611624,40.042161
Магнитогорск,"пр-кт Ленина, 119",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:59,1680,53.376023,58.991359
Магнитогорск,"ул. Вокзальная, 23",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,53.436327,58.963044
Липецк,"ул. М.И. Неделина, 4",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,52.597231,39.599283
Липецк,"ул. Катукова, 51",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,52.592357,39.504331
Ленинградская обл,"п. Бугры, ул. Южная, 5",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,60.061291,30.392629
Сосновый Бор,"ул. Академика Александрова, 2",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,59.914168,29.056502
Петергоф,"ш. Гостилицкое, 58а",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,59.869494,29.828101
Ленинградская обл,"п. Новое Девяткино, ул. Главная,.60",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,60.058457,30.483655
Ленинградская обл,"д. Кудрово, пр-кт Строителей, 7",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,59.917227,30.522005
Колпино,"ул. Тельмана, 2б",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,59.748564,30.595657
Кингисепп,"ш. Крикковское, 69",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,59.394665,28.601838
Всеволожск,"ш. Дорога Жизни, 6",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,60.022544,30.606859
Всеволожск,"Колтушское ш., 305",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,59.990642,30.659213
Всеволожск,"ш. Дорога Жизни, 12",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,60.027871,30.620235
Курск,"ул. Энгельса, 115д",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,51.699643,36.156813
Курган,"ул. Коли Мяготина, 8",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.426815,65.28147
Красноярск,"ул. Ястынская,19д",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,56.064047,92.948036
Красноярск,"ул. 9 Мая, 62",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,56.054261,92.90073
Красноярск,"ул. Свердловская, 73",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.976498,92.828218
Красноярск,"ул. Мичурина, 77",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.985604,92.976431
Красноярск,"ул. Дмитрия Мартынова,12",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,56.039213,92.881884
Краснодар,"мкр. Любимово, 22/2",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,45.081121,39.041564
Краснодар,"ул. Российская, 257",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,45.087148,39.012449
Краснодар,"ул. Западный Обход, 29",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,45.080485,38.893809
Краснодар,"ул. Восточный Обход, 19",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,45.037757,39.126697
Кострома,"мкр. Давыдовский-3, 11",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,57.738268,41.015998
Кемерово,"Ленинградский пр-кт, 28в",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.348247,86.176706
Кемерово,"пр-кт Кузнецкий, 33",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.355787,86.064506
Кемерово,"ул. Баумана, 20",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.317451,86.095534
Каменск-Уральский,"ул. Суворова, 48",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,56.381275,61.919884
Обнинск,"пр-кт Маркса, 45",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.116902,36.593277
Калуга,"Грабцевское ш., 59",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,54.541051,36.313317
Казань,"ул. Павлюхина, 91",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.768608,49.148222
Казань,"ул. Копылова, 1б",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,55.846103,49.082582
Казань,"ул. Рихарда Зорге, 11б",ЛЕНТА Гипермаркет,30000.0,120000,15,07:00 - 23:59,1792,55.764825,49.185044
Казань,"ул. Комиссара Габишева, 32",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,55.751477,49.242491
Казань,"ул. Закиева, 10",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,55.775479,49.230049
Казань,"ул. Адоратского, 21а/2",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,55.832733,49.145787
Йошкар-Ола,"пгт. Медведево, ул. Логинова, 10",ЛЕНТА Гипермаркет,30000.0,120000,15,07:00 - 23:59,1792,56.637699,47.816631
Иркутск,"ул. Франк-Каменецкого, 13/1",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:59,1680,52.292546,104.294099
Иркутск,"ул. Сергеева, 3/5",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:59,1680,52.265696,104.227022
Ижевск,"ул. Кирова, 146",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,56.863409,53.21953
Ижевск,"ул. Баранова, 87",ЛЕНТА Гипермаркет,30000.0,120000,15,09:00 - 23:00,1568,56.832935,53.12439
Ижевск,"ул. Камбарская, 110",ЛЕНТА Гипермаркет,30000.0,120000,15,07:00 - 23:59,1792,56.838233,53.311212
Иваново,"пр-кт Строителей, 25",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:59,1680,56.96501,40.989965
Иваново,"ул. Лежневская, 164",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:59,1680,56.959789,40.97181
Иваново,"ул. Карла Маркса, 3а",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,57.016865,40.973633
Железноводск,"п. Иноземцево, ул. Геологическая, 29",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,44.125109,43.118424
Екатеринбург,"пр-кт Космонавтов, 1в/1",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,56.861033,60.609943
Екатеринбург,"Сибирский тр. (дублёр), 19/1",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,56.824877,60.709207
Екатеринбург,"пр-кт Академика Сахарова, 107/1",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,56.79236,60.500088
Екатеринбург,"ул. 22-го Партсъезда, 2",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,56.886115,60.583299
Димитровград,"ул. Свирская, 45",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:00,1680,54.220853,49.575649
Выборг,"г. Выборг, Железнодорожный тупик, 4",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,60.707313,28.773631
Воронежская обл,"п. Отрадное, ул. Автодорожная, 11",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:00,1680,51.649874,39.309495
Воронеж,"пр-кт Московский, 129/1",ЛЕНТА Гипермаркет,30000.0,120000,15,09:00 - 23:00,1568,51.717747,39.177533
Воронеж,"ул. Домостроителей, 24/1а",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,51.65302,39.148733
Вологда,"ш. Окружное, 35",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,59.192209,39.840561
Волгоградская обл,"г. Волжский, пр-кт Ленина, 313",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,48.765192,44.787395
Волгоград,"пр-кт Университетский, 2",ЛЕНТА Гипермаркет,30000.0,120000,15,07:00 - 23:00,1792,48.685576,44.449745
Волгоград,"пр-кт Университетский, 105",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,48.641452,44.433899
Волгоград,"ул. Пролетарская, 8",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,48.518116,44.534097
Волгоград,"ул. Космонавтов, 30",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,48.7636,44.5088
Владимир,"Московское ш., 2",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:00,1680,56.114811,40.332488
Владикавказ,"Архонское ш., 1а",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,43.057338,44.638733
Великий Новгород,"ул. Псковская, 33",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,58.505611,31.231108
Великий Новгород,"ул. Великая, 22а",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,58.542743,31.267328
Брянск,"ул. Объездная, 30",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,53.275483,34.315886
Братск,"г. Братск, ул. Гагарина, 75",ЛЕНТА Гипермаркет,30000.0,120000,15,05:31 - 23:59,2016,56.168646,101.62215
Бийск,"г. Бийск, ул. Митрофанова, 1/1",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:59,1680,52.523805,85.181121
Белгород,"ул. Щорса, 43а",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 22:00,1568,50.565168,36.571942
Белгород,"ул. Победы, 83б",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:00,1680,50.592515,36.580297
Балаково,"г. Балаково, ул. Комарова, 117",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:59,1680,52.006523,47.792233
Ачинск,"г. Ачинск, 1-й Юго-Восточный мкр., 65",ЛЕНТА Гипермаркет,30000.0,120000,15,08:00 - 23:00,1680,56.251417,90.504977
